iter,play_row,play_col,p0,p1,p2,q0,q1,q2,v_lb,v_ub,gap
44,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5909090909090909,0.13636363636363635,0.2727272727272727,13.0,13.227272727272727,0.22727272727272663
45,1,0.0,0.6521739130434783,0.34782608695652173,0.0,0.6,0.13333333333333333,0.26666666666666666,13.043478260869565,13.266666666666667,0.22318840579710297
46,1,0.0,0.6382978723404256,0.3617021276595745,0.0,0.6086956521739131,0.13043478260869565,0.2608695652173913,13.085106382978724,13.304347826086957,0.21924144310823301
47,1,0.0,0.625,0.375,0.0,0.6170212765957447,0.1276595744680851,0.2553191489361702,13.125,13.340425531914892,0.21542553191489233
48,1,0.0,0.6122448979591837,0.3877551020408163,0.0,0.625,0.125,0.25,12.959183673469388,13.375,0.41581632653061185
49,2,2.0,0.6,0.38,0.02,0.6122448979591837,0.12244897959183673,0.2653061224489796,12.94,13.346938775510205,0.40693877551020563
50,0,2.0,0.6078431372549019,0.37254901960784315,0.0196078431372549,0.6,0.12,0.28,13.039215686274508,13.32,0.2807843137254924
51,0,2.0,0.6153846153846154,0.36538461538461536,0.019230769230769232,0.5882352941176471,0.11764705882352941,0.29411764705882354,13.134615384615383,13.411764705882353,0.27714932126697
52,0,2.0,0.6226415094339622,0.3584905660377358,0.018867924528301886,0.5769230769230769,0.11538461538461539,0.3076923076923077,13.150943396226413,13.5,0.3490566037735867
53,0,0.0,0.6296296296296297,0.35185185185185186,0.018518518518518517,0.5849056603773585,0.11320754716981132,0.3018867924528302,13.12962962962963,13.471698113207548,0.3420684835779184
54,0,0.0,0.6363636363636364,0.34545454545454546,0.01818181818181818,0.5925925925925926,0.1111111111111111,0.2962962962962963,13.10909090909091,13.444444444444443,0.3353535353535335
55,0,0.0,0.6428571428571429,0.3392857142857143,0.017857142857142856,0.6,0.10909090909090909,0.2909090909090909,13.089285714285717,13.418181818181818,0.3288961038961009
56,2,0.0,0.631578947368421,0.3333333333333333,0.03508771929824561,0.6071428571428571,0.10714285714285714,0.2857142857142857,13.122807017543858,13.464285714285714,0.3414786967418557
57,0,1.0,0.6379310344827587,0.3275862068965517,0.034482758620689655,0.5964912280701754,0.12280701754385964,0.2807017543859649,13.051724137931036,13.31578947368421,0.26406533575317503
58,0,1.0,0.6440677966101694,0.3220338983050847,0.03389830508474576,0.5862068965517241,0.13793103448275862,0.27586206896551724,12.983050847457626,13.241379310344826,0.25832846288719935
59,1,1.0,0.6333333333333333,0.3333333333333333,0.03333333333333333,0.576271186440678,0.15254237288135594,0.2711864406779661,13.133333333333331,13.35593220338983,0.22259887005649936
60,1,1.0,0.6229508196721312,0.3442622950819672,0.03278688524590164,0.5666666666666667,0.16666666666666666,0.26666666666666666,13.16393442622951,13.5,0.3360655737704903
61,1,0.0,0.6129032258064516,0.3548387096774194,0.03225806451612903,0.5737704918032787,0.16393442622950818,0.26229508196721313,13.193548387096774,13.524590163934425,0.331041776837651
62,1,0.0,0.6031746031746031,0.36507936507936506,0.031746031746031744,0.5806451612903226,0.16129032258064516,0.25806451612903225,13.063492063492063,13.548387096774194,0.4848950332821307
63,1,2.0,0.59375,0.375,0.03125,0.5714285714285714,0.15873015873015872,0.2698412698412698,12.9375,13.412698412698413,0.475198412698413
64,1,2.0,0.5846153846153846,0.38461538461538464,0.03076923076923077,0.5625,0.15625,0.28125,12.815384615384616,13.28125,0.46586538461538396
65,0,2.0,0.5909090909090909,0.3787878787878788,0.030303030303030304,0.5538461538461539,0.15384615384615385,0.2923076923076923,12.893939393939394,13.292307692307693,0.39836829836829857
66,0,2.0,0.5970149253731343,0.373134328358209,0.029850746268656716,0.5454545454545454,0.15151515151515152,0.30303030303030304,12.970149253731341,13.363636363636363,0.39348710990502234
67,0,2.0,0.6029411764705882,0.36764705882352944,0.029411764705882353,0.5373134328358209,0.14925373134328357,0.31343283582089554,13.044117647058822,13.432835820895523,0.3887181738367005
68,0,2.0,0.6086956521739131,0.36231884057971014,0.028985507246376812,0.5294117647058824,0.14705882352941177,0.3235294117647059,13.115942028985508,13.5,0.38405797101449224
69,0,2.0,0.6142857142857143,0.35714285714285715,0.02857142857142857,0.5217391304347826,0.14492753623188406,0.3333333333333333,13.185714285714287,13.565217391304348,0.37950310559006084
70,0,0.0,0.6197183098591549,0.352112676056338,0.028169014084507043,0.5285714285714286,0.14285714285714285,0.32857142857142857,13.16901408450704,13.542857142857143,0.37384305835010245
71,0,0.0,0.625,0.3472222222222222,0.027777777777777776,0.5352112676056338,0.14084507042253522,0.323943661971831,13.152777777777779,13.52112676056338,0.36834898278560146
72,0,0.0,0.6301369863013698,0.3424657534246575,0.0273972602739726,0.5416666666666666,0.1388888888888889,0.3194444444444444,13.136986301369863,13.5,0.3630136986301373
73,0,0.0,0.6351351351351351,0.33783783783783783,0.02702702702702703,0.547945205479452,0.136986301369863,0.3150684931506849,13.121621621621621,13.479452054794521,0.3578304331729001
74,0,0.0,0.64,0.3333333333333333,0.02666666666666667,0.5540540540540541,0.13513513513513514,0.3108108108108108,13.106666666666666,13.45945945945946,0.3527927927927941
75,0,0.0,0.6447368421052632,0.32894736842105265,0.02631578947368421,0.56,0.13333333333333333,0.30666666666666664,13.092105263157894,13.440000000000001,0.3478947368421075
76,0,0.0,0.6493506493506493,0.3246753246753247,0.025974025974025976,0.5657894736842105,0.13157894736842105,0.3026315789473684,13.064935064935066,13.421052631578947,0.3561175666438814
77,0,1.0,0.6538461538461539,0.32051282051282054,0.02564102564102564,0.5584415584415584,0.14285714285714285,0.2987012987012987,13.012820512820513,13.363636363636363,0.35081585081585054
78,0,1.0,0.6582278481012658,0.31645569620253167,0.02531645569620253,0.5512820512820513,0.15384615384615385,0.2948717948717949,12.962025316455696,13.307692307692308,0.3456669912366124
79,0,1.0,0.6625,0.3125,0.025,0.5443037974683544,0.16455696202531644,0.2911392405063291,12.912499999999998,13.253164556962025,0.340664556962027
80,1,1.0,0.654320987654321,0.32098765432098764,0.024691358024691357,0.5375,0.175,0.2875,13.024691358024691,13.35,0.3253086419753082
81,1,1.0,0.6463414634146342,0.32926829268292684,0.024390243902439025,0.5308641975308642,0.18518518518518517,0.2839506172839506,13.085365853658537,13.45679012345679,0.3714242697982524
82,1,0.0,0.6385542168674698,0.3373493975903614,0.024096385542168676,0.5365853658536586,0.18292682926829268,0.2804878048780488,13.108433734939757,13.475609756097562,0.367176021157805
83,1,0.0,0.6309523809523809,0.34523809523809523,0.023809523809523808,0.5421686746987951,0.18072289156626506,0.27710843373493976,13.130952380952381,13.493975903614457,0.3630235226620755
84,1,0.0,0.6235294117647059,0.35294117647058826,0.023529411764705882,0.5476190476190477,0.17857142857142858,0.27380952380952384,13.15294117647059,13.511904761904763,0.3589635854341733
85,1,0.0,0.6162790697674418,0.36046511627906974,0.023255813953488372,0.5529411764705883,0.17647058823529413,0.27058823529411763,13.174418604651162,13.529411764705884,0.3549931600547218
86,1,0.0,0.6091954022988506,0.367816091954023,0.022988505747126436,0.5581395348837209,0.1744186046511628,0.26744186046511625,13.080459770114944,13.546511627906977,0.4660518577920332
87,1,2.0,0.6022727272727273,0.375,0.022727272727272728,0.5517241379310345,0.1724137931034483,0.27586206896551724,12.988636363636365,13.448275862068964,0.4596394984325993
88,1,2.0,0.5955056179775281,0.38202247191011235,0.02247191011235955,0.5454545454545454,0.17045454545454544,0.2840909090909091,12.898876404494382,13.352272727272725,0.4533963227783424
89,1,2.0,0.5888888888888889,0.3888888888888889,0.022222222222222223,0.5393258426966292,0.16853932584269662,0.29213483146067415,12.811111111111112,13.258426966292134,0.44731585518102257
90,0,2.0,0.5934065934065934,0.38461538461538464,0.02197802197802198,0.5333333333333333,0.16666666666666666,0.3,12.868131868131869,13.3,0.4318681318681321
91,0,2.0,0.5978260869565217,0.3804347826086957,0.021739130434782608,0.5274725274725275,0.16483516483516483,0.3076923076923077,12.92391304347826,13.351648351648352,0.4277353081700923
92,0,2.0,0.6021505376344086,0.3763440860215054,0.021505376344086023,0.5217391304347826,0.16304347826086957,0.31521739130434784,12.978494623655914,13.402173913043478,0.4236792893875645
93,0,2.0,0.6063829787234043,0.3723404255319149,0.02127659574468085,0.5161290322580645,0.16129032258064516,0.3225806451612903,13.031914893617023,13.451612903225806,0.41969800960878345
94,0,2.0,0.6105263157894737,0.3684210526315789,0.021052631578947368,0.5106382978723404,0.1595744680851064,0.32978723404255317,13.08421052631579,13.499999999999998,0.4157894736842085
95,0,2.0,0.6145833333333334,0.3645833333333333,0.020833333333333332,0.5052631578947369,0.15789473684210525,0.3368421052631579,13.135416666666666,13.547368421052632,0.41195175438596543
96,0,2.0,0.6185567010309279,0.36082474226804123,0.020618556701030927,0.5,0.15625,0.34375,13.164948453608249,13.59375,0.4288015463917514
97,0,0.0,0.6224489795918368,0.35714285714285715,0.02040816326530612,0.5051546391752577,0.15463917525773196,0.3402061855670103,13.153061224489797,13.577319587628866,0.42425836313906906
98,0,0.0,0.6262626262626263,0.35353535353535354,0.020202020202020204,0.5102040816326531,0.15306122448979592,0.336734693877551,13.141414141414142,13.561224489795919,0.4198103483817768
99,0,0.0,0.63,0.35,0.02,0.5151515151515151,0.15151515151515152,0.3333333333333333,13.13,13.545454545454545,0.4154545454545442
100,0,0.0,0.6336633663366337,0.3465346534653465,0.019801980198019802,0.52,0.15,0.33,13.118811881188119,13.53,0.41118811881188044
101,0,0.0,0.6372549019607843,0.3431372549019608,0.0196078431372549,0.5247524752475248,0.1485148514851485,0.32673267326732675,13.107843137254902,13.514851485148515,0.40700834789361373
102,0,0.0,0.6407766990291263,0.33980582524271846,0.019417475728155338,0.5294117647058824,0.14705882352941177,0.3235294117647059,13.097087378640778,13.5,0.40291262135922246
103,0,0.0,0.6442307692307693,0.33653846153846156,0.019230769230769232,0.5339805825242718,0.14563106796116504,0.32038834951456313,13.086538461538463,13.485436893203884,0.3988984316654207
104,0,0.0,0.6476190476190476,0.3333333333333333,0.01904761904761905,0.5384615384615384,0.14423076923076922,0.3173076923076923,13.076190476190478,13.471153846153845,0.39496336996336723
105,0,0.0,0.6509433962264151,0.330188679245283,0.018867924528301886,0.5428571428571428,0.14285714285714285,0.3142857142857143,13.066037735849056,13.457142857142856,0.3911051212937995
106,0,0.0,0.6542056074766355,0.32710280373831774,0.018691588785046728,0.5471698113207547,0.14150943396226415,0.3113207547169811,13.05607476635514,13.443396226415095,0.3873214600599546
107,0,0.0,0.6574074074074074,0.32407407407407407,0.018518518518518517,0.5514018691588785,0.14018691588785046,0.308411214953271,13.046296296296296,13.429906542056074,0.38361024575977787
108,0,0.0,0.6605504587155964,0.3211009174311927,0.01834862385321101,0.5555555555555556,0.1388888888888889,0.3055555555555556,13.036697247706423,13.416666666666668,0.37996941896024516
109,0,0.0,0.6636363636363637,0.3181818181818182,0.01818181818181818,0.5596330275229358,0.13761467889908258,0.30275229357798167,13.027272727272727,13.403669724770642,0.3763969974979151
110,0,1.0,0.6666666666666666,0.3153153153153153,0.018018018018018018,0.5545454545454546,0.14545454545454545,0.3,12.99099099099099,13.363636363636363,0.3726453726453727
111,0,1.0,0.6696428571428571,0.3125,0.017857142857142856,0.5495495495495496,0.15315315315315314,0.2972972972972973,12.955357142857142,13.324324324324325,0.3689671814671822
112,0,1.0,0.672566371681416,0.30973451327433627,0.017699115044247787,0.5446428571428571,0.16071428571428573,0.29464285714285715,12.920353982300885,13.285714285714285,0.3653603034134001
113,1,1.0,0.6666666666666666,0.3157894736842105,0.017543859649122806,0.5398230088495575,0.168141592920354,0.2920353982300885,13.0,13.256637168141593,0.25663716814159265
114,1,1.0,0.6608695652173913,0.3217391304347826,0.017391304347826087,0.5350877192982456,0.17543859649122806,0.2894736842105263,13.034782608695652,13.333333333333334,0.29855072463768195
115,1,0.0,0.6551724137931034,0.3275862068965517,0.017241379310344827,0.5391304347826087,0.17391304347826086,0.28695652173913044,13.051724137931034,13.347826086956522,0.2961019490254877
116,1,0.0,0.6495726495726496,0.3333333333333333,0.017094017094017096,0.5431034482758621,0.1724137931034483,0.28448275862068967,13.06837606837607,13.362068965517242,0.2936928971411721
117,1,0.0,0.6440677966101694,0.3389830508474576,0.01694915254237288,0.5470085470085471,0.17094017094017094,0.28205128205128205,13.084745762711862,13.376068376068377,0.291322613356515
118,1,0.0,0.6386554621848739,0.3445378151260504,0.01680672268907563,0.5508474576271186,0.1694915254237288,0.2796610169491525,13.100840336134453,13.389830508474576,0.2889901723401227
119,1,0.0,0.6333333333333333,0.35,0.016666666666666666,0.5546218487394958,0.16806722689075632,0.2773109243697479,13.116666666666667,13.403361344537815,0.28669467787114833
120,1,0.0,0.628099173553719,0.35537190082644626,0.01652892561983471,0.5583333333333333,0.16666666666666666,0.275,13.132231404958677,13.416666666666666,0.28443526170798883
121,1,0.0,0.6229508196721312,0.36065573770491804,0.01639344262295082,0.5619834710743802,0.1652892561983471,0.2727272727272727,13.147540983606557,13.429752066115702,0.2822110825091446
122,1,0.0,0.6178861788617886,0.36585365853658536,0.016260162601626018,0.5655737704918032,0.16393442622950818,0.27049180327868855,13.146341463414636,13.442622950819672,0.2962814874050359
123,1,2.0,0.6129032258064516,0.3709677419354839,0.016129032258064516,0.5609756097560976,0.16260162601626016,0.2764227642276423,13.080645161290324,13.3739837398374,0.29333857854707546
124,1,2.0,0.608,0.376,0.016,0.5564516129032258,0.16129032258064516,0.28225806451612906,13.016,13.306451612903226,0.29045161290322596
125,0,2.0,0.6111111111111112,0.373015873015873,0.015873015873015872,0.552,0.16,0.288,13.055555555555555,13.248,0.19244444444444397
126,0,2.0,0.6141732283464567,0.3700787401574803,0.015748031496062992,0.5476190476190477,0.15873015873015872,0.29365079365079366,13.094488188976378,13.285714285714286,0.1912260967379087
127,0,2.0,0.6171875,0.3671875,0.015625,0.5433070866141733,0.15748031496062992,0.2992125984251969,13.1328125,13.322834645669293,0.19002214566929254
128,0,2.0,0.6201550387596899,0.3643410852713178,0.015503875968992248,0.5390625,0.15625,0.3046875,13.155038759689923,13.359375,0.20433624031007724
129,0,0.0,0.6230769230769231,0.36153846153846153,0.015384615384615385,0.5426356589147286,0.15503875968992248,0.3023255813953488,13.146153846153847,13.348837209302324,0.202683363148477
130,0,0.0,0.6259541984732825,0.35877862595419846,0.015267175572519083,0.5461538461538461,0.15384615384615385,0.3,13.137404580152673,13.338461538461537,0.2010569583088646
131,0,0.0,0.6287878787878788,0.3560606060606061,0.015151515151515152,0.549618320610687,0.15267175572519084,0.29770992366412213,13.128787878787879,13.32824427480916,0.19945639602128118
132,0,0.0,0.631578947368421,0.3533834586466165,0.015037593984962405,0.553030303030303,0.15151515151515152,0.29545454545454547,13.120300751879698,13.318181818181818,0.19788106630212
133,0,0.0,0.6343283582089553,0.35074626865671643,0.014925373134328358,0.556390977443609,0.15037593984962405,0.2932330827067669,13.111940298507463,13.308270676691729,0.1963303781842658
134,0,0.0,0.6370370370370371,0.34814814814814815,0.014814814814814815,0.5597014925373134,0.14925373134328357,0.291044776119403,13.103703703703705,13.298507462686567,0.19480375898286262
135,0,0.0,0.6397058823529411,0.34558823529411764,0.014705882352941176,0.562962962962963,0.14814814814814814,0.28888888888888886,13.095588235294116,13.288888888888888,0.1933006535947719
136,0,0.0,0.6423357664233577,0.34306569343065696,0.014598540145985401,0.5661764705882353,0.14705882352941177,0.2867647058823529,13.087591240875913,13.279411764705882,0.1918205238299695
137,0,0.0,0.644927536231884,0.34057971014492755,0.014492753623188406,0.5693430656934306,0.145985401459854,0.2846715328467153,13.079710144927535,13.27007299270073,0.19036284777319423
138,0,0.0,0.6474820143884892,0.3381294964028777,0.014388489208633094,0.572463768115942,0.14492753623188406,0.2826086956521739,13.071942446043165,13.260869565217392,0.18892711917422744
139,0,0.0,0.65,0.3357142857142857,0.014285714285714285,0.5755395683453237,0.14388489208633093,0.2805755395683453,13.064285714285713,13.251798561151077,0.1875128468653635
140,0,0.0,0.6524822695035462,0.3333333333333333,0.014184397163120567,0.5785714285714286,0.14285714285714285,0.2785714285714286,13.056737588652483,13.242857142857144,0.18611955420466053
141,0,0.0,0.6549295774647887,0.33098591549295775,0.014084507042253521,0.5815602836879432,0.14184397163120568,0.2765957446808511,13.049295774647888,13.23404255319149,0.18474677854360166
142,1,0.0,0.6503496503496503,0.3356643356643357,0.013986013986013986,0.5845070422535211,0.14084507042253522,0.2746478873239437,13.062937062937062,13.23943661971831,0.1764995567812484
143,1,0.0,0.6458333333333334,0.3402777777777778,0.013888888888888888,0.5874125874125874,0.13986013986013987,0.2727272727272727,13.076388888888888,13.251748251748252,0.17535936285936415
144,1,0.0,0.6413793103448275,0.3448275862068966,0.013793103448275862,0.5902777777777778,0.1388888888888889,0.2708333333333333,13.089655172413794,13.26388888888889,0.17423371647509533
145,1,0.0,0.636986301369863,0.3493150684931507,0.0136986301369863,0.593103448275862,0.13793103448275862,0.2689655172413793,13.102739726027398,13.275862068965516,0.17312234293811812
146,1,0.0,0.6326530612244898,0.35374149659863946,0.013605442176870748,0.5958904109589042,0.136986301369863,0.2671232876712329,13.115646258503402,13.287671232876711,0.17202497437330955
147,1,0.0,0.6283783783783784,0.3581081081081081,0.013513513513513514,0.5986394557823129,0.1360544217687075,0.2653061224489796,13.128378378378377,13.299319727891158,0.1709413495127805
148,1,0.0,0.6241610738255033,0.3624161073825503,0.013422818791946308,0.6013513513513513,0.13513513513513514,0.2635135135135135,13.140939597315436,13.310810810810809,0.16987121349537304
149,1,0.0,0.62,0.36666666666666664,0.013333333333333334,0.6040268456375839,0.1342281879194631,0.26174496644295303,13.153333333333332,13.322147651006711,0.1688143176733785
150,1,0.0,0.6158940397350994,0.3708609271523179,0.013245033112582781,0.6066666666666667,0.13333333333333333,0.26,13.099337748344373,13.333333333333334,0.23399558498896056
151,1,2.0,0.6118421052631579,0.375,0.013157894736842105,0.6026490066225165,0.13245033112582782,0.26490066225165565,13.046052631578945,13.278145695364238,0.23209306378529249
152,0,2.0,0.6143790849673203,0.37254901960784315,0.013071895424836602,0.5986842105263158,0.13157894736842105,0.26973684210526316,13.07843137254902,13.223684210526315,0.1452528379772957
153,0,2.0,0.6168831168831169,0.37012987012987014,0.012987012987012988,0.5947712418300654,0.13071895424836602,0.27450980392156865,13.11038961038961,13.254901960784315,0.14451235039470411
154,0,2.0,0.6193548387096774,0.36774193548387096,0.012903225806451613,0.5909090909090909,0.12987012987012986,0.2792207792207792,13.141935483870967,13.285714285714286,0.14377880184331993
155,0,2.0,0.6217948717948718,0.36538461538461536,0.01282051282051282,0.5870967741935483,0.12903225806451613,0.2838709677419355,13.147435897435896,13.316129032258063,0.16869313482216697
156,0,0.0,0.6242038216560509,0.3630573248407643,0.012738853503184714,0.5897435897435898,0.1282051282051282,0.28205128205128205,13.140127388535031,13.307692307692307,0.16756491915727523
157,0,0.0,0.6265822784810127,0.36075949367088606,0.012658227848101266,0.5923566878980892,0.12738853503184713,0.2802547770700637,13.132911392405063,13.299363057324841,0.16645166491977825
158,0,0.0,0.6289308176100629,0.3584905660377358,0.012578616352201259,0.5949367088607594,0.12658227848101267,0.27848101265822783,13.125786163522012,13.291139240506329,0.16535307698431723
159,0,0.0,0.63125,0.35625,0.0125,0.5974842767295597,0.12578616352201258,0.27672955974842767,13.118749999999999,13.283018867924529,0.16426886792453033
160,0,0.0,0.6335403726708074,0.35403726708074534,0.012422360248447204,0.6,0.125,0.275,13.111801242236025,13.275,0.16319875776397552
161,2,0.0,0.6296296296296297,0.35185185185185186,0.018518518518518517,0.6024844720496895,0.12422360248447205,0.2732919254658385,13.12962962962963,13.29192546583851,0.16229583620888022
162,2,0.0,0.6257668711656442,0.3496932515337423,0.024539877300613498,0.6049382716049383,0.12345679012345678,0.2716049382716049,13.147239263803682,13.308641975308642,0.16140271150496055
163,2,0.0,0.6219512195121951,0.3475609756097561,0.03048780487804878,0.6073619631901841,0.12269938650306748,0.26993865030674846,13.164634146341463,13.325153374233128,0.1605192278916654
164,2,0.0,0.6181818181818182,0.34545454545454546,0.03636363636363636,0.6097560975609756,0.12195121951219512,0.2682926829268293,13.181818181818182,13.341463414634145,0.1596452328159632
165,2,0.0,0.6144578313253012,0.3433734939759036,0.04216867469879518,0.6121212121212121,0.12121212121212122,0.26666666666666666,13.19879518072289,13.357575757575756,0.15878057685286606
166,2,0.0,0.6107784431137725,0.3413173652694611,0.04790419161676647,0.6144578313253012,0.12048192771084337,0.26506024096385544,13.149700598802395,13.373493975903614,0.22379337710121838
167,2,1.0,0.6071428571428571,0.3392857142857143,0.05357142857142857,0.6107784431137725,0.12574850299401197,0.2634730538922156,13.089285714285715,13.311377245508982,0.22209153122326697
168,1,1.0,0.6035502958579881,0.3431952662721893,0.05325443786982249,0.6071428571428571,0.13095238095238096,0.2619047619047619,13.142011834319526,13.297619047619047,0.15560721329952187
169,1,1.0,0.6,0.34705882352941175,0.052941176470588235,0.6035502958579881,0.13609467455621302,0.2603550295857988,13.170588235294115,13.349112426035504,0.17852419074138837
170,1,2.0,0.5964912280701754,0.3508771929824561,0.05263157894736842,0.6,0.13529411764705881,0.2647058823529412,13.12280701754386,13.3,0.17719298245614112
171,1,2.0,0.5930232558139535,0.3546511627906977,0.05232558139534884,0.5964912280701754,0.13450292397660818,0.26900584795321636,13.075581395348838,13.251461988304092,0.17588059295525404
172,0,2.0,0.5953757225433526,0.35260115606936415,0.05202312138728324,0.5930232558139535,0.13372093023255813,0.27325581395348836,13.104046242774567,13.238372093023255,0.13432585024868793
